date,total_value,cash,n_positions,gross_value
2024-12-31,1784144.9948162234,-2517.0699229507363,10,1786662.0647391742
2025-01-01,1792120.0537363165,-2517.0699229507363,10,1794637.1236592673
2025-01-02,1838323.0573817207,-2517.0699229507363,10,1840840.1273046716
2025-01-03,1834973.9506332388,-2517.0699229507363,10,1837491.0205561896
2025-01-06,1790439.2076438866,-2517.0699229507363,10,1792956.2775668374
2025-01-07,1799925.489473205,-2517.0699229507363,10,1802442.5593961559
2025-01-08,1798213.475096161,-3556.376915797136,10,1801769.8520119581
2025-01-09,1791291.4539321891,-3556.376915797136,10,1794847.8308479863
2025-01-10,1772764.5833491352,-3556.376915797136,10,1776320.9602649324
2025-01-13,1750583.887627673,-3556.376915797136,10,1754140.2645434702
2025-01-14,1758039.5987396638,-3556.376915797136,10,1761595.975655461
2025-01-15,1770281.4399816308,-3556.376915797136,10,1773837.816897428
2025-01-16,1799499.451678588,-3556.376915797136,10,1803055.8285943852
2025-01-17,1807196.943202602,-3556.376915797136,10,1810753.320118399
2025-01-20,1825743.5368740952,-3556.376915797136,10,1829299.9137898923
2025-01-21,1801324.5704489632,-3556.376915797136,10,1804880.9473647603
2025-01-22,1804602.852247358,-3556.376915797136,10,1808159.2291631552
2025-01-23,1803976.4870060903,-3556.376915797136,10,1807532.8639218875
2025-01-24,1796119.6412969714,-3556.376915797136,10,1799676.0182127685
2025-01-27,1766501.920726446,-3556.376915797136,10,1770058.297642243
2025-01-28,1759300.1530424352,-3556.376915797136,10,1762856.5299582323
2025-01-29,1782338.607380553,-3556.376915797136,10,1785894.98429635
2025-01-30,1793569.9065699629,-3556.376915797136,10,1797126.28348576
2025-01-31,1821818.4443847171,-3556.376915797136,10,1825374.8213005143
2025-02-01,1820914.4729153917,-3556.376915797136,10,1824470.8498311888
2025-02-03,1791043.2351704955,-3556.376915797136,10,1794599.6120862926
2025-02-04,1818867.147921773,-4147.1528808312305,10,1823014.300802604
2025-02-05,1808676.1459319072,-4147.1528808312305,10,1812823.2988127384
2025-02-06,1791035.074656163,-4147.1528808312305,10,1795182.2275369943
2025-02-07,1784940.1140128367,-4147.1528808312305,10,1789087.2668936679
2025-02-10,1772017.1152136244,-4147.1528808312305,10,1776164.2680944556
2025-02-11,1746910.2158615051,-4147.1528808312305,10,1751057.3687423363
2025-02-12,1747809.3013825717,-4147.1528808312305,10,1751956.4542634028
2025-02-13,1740770.5962129508,-4147.1528808312305,10,1744917.749093782
2025-02-14,1721547.2860046043,-4147.1528808312305,10,1725694.4388854355
2025-02-17,1731349.90249583,-4147.1528808312305,10,1735497.0553766612
2025-02-18,1735916.1819314878,-4147.1528808312305,10,1740063.334812319
2025-02-19,1741820.786628334,-4147.1528808312305,10,1745967.9395091652
2025-02-20,1746720.3718483,-4147.1528808312305,10,1750867.5247291313
2025-02-21,1731991.2076590068,-4147.1528808312305,10,1736138.360539838
2025-02-24,1723824.8867007573,-4147.1528808312305,10,1727972.0395815885
2025-02-25,1725867.8514762612,-4147.1528808312305,10,1730015.0043570923
2025-02-27,1717995.263660233,-4147.1528808312305,10,1722142.4165410642
2025-02-28,1678977.658899552,-4147.1528808312305,10,1683124.811780383
2025-03-03,1692404.014738685,-4147.1528808312305,10,1696551.1676195161
2025-03-04,1700642.324134361,-4147.1528808312305,10,1704789.4770151922
2025-03-05,1741220.659516546,-2870.6771764161854,10,1744091.336692962
2025-03-06,1757819.2307979749,-2870.6771764161854,10,1760689.907974391
2025-03-07,1762793.1757668739,-2870.6771764161854,10,1765663.85294329
2025-03-10,1756719.1599503863,-2870.6771764161854,10,1759589.8371268024
2025-03-11,1768088.8908937061,-2870.6771764161854,10,1770959.5680701223
2025-03-12,1773997.1716696804,-2870.6771764161854,10,1776867.8488460965
2025-03-13,1770247.5457038092,-2870.6771764161854,10,1773118.2228802254
2025-03-17,1771972.586802427,-2870.6771764161854,10,1774843.263978843
2025-03-18,1772467.776529137,-2870.6771764161854,10,1775338.4537055532
2025-03-19,1817043.2471525315,-2870.6771764161854,10,1819913.9243289477
2025-03-20,1833673.880613195,-2870.6771764161854,10,1836544.5577896112
2025-03-21,1850981.8915143781,-2870.6771764161854,10,1853852.5686907943
2025-03-24,1883919.5205293496,-2870.6771764161854,10,1886790.1977057657
2025-03-25,1875119.5137513154,-2870.6771764161854,10,1877990.1909277316
2025-03-26,1854394.5671149702,-2870.6771764161854,10,1857265.2442913863
2025-03-27,1862126.3324084007,-2870.6771764161854,10,1864997.0095848169
2025-03-28,1872168.45198617,-2870.6771764161854,10,1875039.129162586
2025-04-01,1857860.1710103943,-2870.6771764161854,10,1860730.8481868105
2025-04-02,1872735.0662764844,-2870.6771764161854,10,1875605.7434529006
2025-04-03,1872327.7820957222,-2870.6771764161854,10,1875198.4592721383
2025-04-04,1837631.5311407528,-4202.745755540604,10,1841834.2768962935
2025-04-07,1798789.2200292295,-4202.745755540604,10,1802991.9657847702
2025-04-08,1840165.4099803006,-4202.745755540604,10,1844368.1557358413
2025-04-09,1817256.7064831157,-4202.745755540604,10,1821459.4522386563
2025-04-11,1861377.826885158,-4202.745755540604,10,1865580.5726406986
2025-04-15,1885511.1361699454,-4202.745755540604,10,1889713.881925486
2025-04-16,1903468.5560709778,-4202.745755540604,10,1907671.3018265185
2025-04-17,1917016.4566519053,-4202.745755540604,10,1921219.202407446
2025-04-21,1942572.1958648243,-4202.745755540604,10,1946774.941620365
2025-04-22,1945300.4236872187,-4202.745755540604,10,1949503.1694427594
2025-04-23,1950975.7912080395,-4202.745755540604,10,1955178.5369635802
2025-04-24,1948409.6723517417,-4202.745755540604,10,1952612.4181072824
2025-04-25,1917465.752186222,-4202.745755540604,10,1921668.4979417627
2025-04-28,1945793.9689963446,-4202.745755540604,10,1949996.7147518853
2025-04-29,1943352.6843854054,-4202.745755540604,10,1947555.430140946
2025-04-30,1920995.9035385095,-4202.745755540604,10,1925198.6492940502
2025-05-02,1919485.7420276662,-4202.745755540604,10,1923688.4877832069
2025-05-05,1937038.3933254885,-4202.745755540604,10,1941241.1390810292
2025-05-06,1912853.414079256,-4202.745755540604,10,1917056.1598347966
2025-05-07,1921503.756210363,-4202.745755540604,10,1925706.5019659037
2025-05-08,1897069.9226806657,-4330.841512552415,10,1901400.7641932182
2025-05-09,1897062.7666564654,-4330.841512552415,10,1901393.6081690178
2025-05-12,1950656.0233566337,-4330.841512552415,10,1954986.8648691862
2025-05-13,1931834.90314766,-4330.841512552415,10,1936165.7446602124
2025-05-14,1938044.9368982515,-4330.841512552415,10,1942375.778410804
2025-05-15,1962908.0607861644,-4330.841512552415,10,1967238.9022987168
2025-05-16,1978356.95645822,-4330.841512552415,10,1982687.7979707725
2025-05-19,1971372.0199610926,-4330.841512552415,10,1975702.861473645
2025-05-20,1954446.8040207233,-4330.841512552415,10,1958777.6455332758
2025-05-21,1968788.0530401634,-4330.841512552415,10,1973118.8945527158
2025-05-22,1948467.9049397707,-4330.841512552415,10,1952798.7464523232
2025-05-23,1974404.1976125978,-4330.841512552415,10,1978735.0391251503
2025-05-26,1984574.5126631474,-4330.841512552415,10,1988905.3541756999
2025-05-27,1973312.826888351,-4330.841512552415,10,1977643.6684009035
2025-05-28,1961369.1645522523,-4330.841512552415,10,1965700.0060648047
2025-05-29,1961096.7843637376,-4330.841512552415,10,1965427.62587629
2025-05-30,1945837.200888329,-4330.841512552415,10,1950168.0424008814
2025-06-02,1951868.550639007,-4330.841512552415,10,1956199.3921515595
2025-06-03,1935929.5161183223,-4330.841512552415,10,1940260.3576308747
2025-06-04,1940822.6662254848,-4330.841512552415,10,1945153.5077380373
2025-06-05,1940864.470252337,-3186.7570097738403,10,1944051.2272621107
2025-06-06,1963772.6010595663,-3186.7570097738403,10,1966959.35806934
2025-06-09,1977516.1298847573,-3186.7570097738403,10,1980702.886894531
2025-06-10,1997753.1817663994,-3186.7570097738403,10,2000939.9387761732
2025-06-11,1995355.9914258365,-3186.7570097738403,10,1998542.7484356102
2025-06-12,1975318.1279391565,-3186.7570097738403,10,1978504.8849489302
2025-06-13,1966990.1274261808,-3186.7570097738403,10,1970176.8844359545
2025-06-16,1983826.0250760992,-3186.7570097738403,10,1987012.782085873
2025-06-17,1962557.2701151695,-3186.7570097738403,10,1965744.0271249432
2025-06-18,1968029.772991817,-3186.7570097738403,10,1971216.5300015907
2025-06-19,1962188.0894603087,-3186.7570097738403,10,1965374.8464700824
2025-06-20,1979494.4288624607,-3186.7570097738403,10,1982681.1858722344
2025-06-23,1987928.104896916,-3186.7570097738403,10,1991114.8619066898
2025-06-24,1996154.6679345826,-3186.7570097738403,10,1999341.4249443563
2025-06-25,2000116.7916724568,-3186.7570097738403,10,2003303.5486822305
2025-06-26,2017953.586031553,-3186.7570097738403,10,2021140.3430413269
2025-06-27,2021496.3185553686,-3186.7570097738403,10,2024683.0755651423
2025-06-30,2023531.2358235766,-3186.7570097738403,10,2026717.9928333503
2025-07-01,2025650.4680151062,-3186.7570097738403,10,2028837.22502488
2025-07-02,2010611.7257744307,-3186.7570097738403,10,2013798.4827842044
2025-07-03,2001686.2594597521,-5221.548230945012,10,2006907.807690697
2025-07-04,2009160.8665771312,-5221.548230945012,10,2014382.414808076
2025-07-07,2015289.3911917163,-5221.548230945012,10,2020510.9394226612
2025-07-08,2007417.1645010456,-5221.548230945012,10,2012638.7127319905
2025-07-09,2006260.1316079958,-5221.548230945012,10,2011481.6798389407
2025-07-10,1999772.0710715284,-5221.548230945012,10,2004993.6193024733
2025-07-11,1977870.6394925064,-5221.548230945012,10,1983092.1877234513
2025-07-14,1974457.6970379646,-5221.548230945012,10,1979679.2452689095
2025-07-15,1993785.4045520949,-5221.548230945012,10,1999006.9527830398
2025-07-16,1998186.6358953626,-5221.548230945012,10,2003408.1841263075
2025-07-17,1996182.2538049615,-5221.548230945012,10,2001403.8020359064
2025-07-18,1992927.144063011,-5221.548230945012,10,1998148.692293956
2025-07-21,2006667.3328533603,-5221.548230945012,10,2011888.8810843052
2025-07-22,2004615.9303852504,-5221.548230945012,10,2009837.4786161953
2025-07-23,2019962.0356309547,-5221.548230945012,10,2025183.5838618996
2025-07-24,2001764.8818975755,-5221.548230945012,10,2006986.4301285204
2025-07-25,1966824.8094367848,-5221.548230945012,10,1972046.3576677297
2025-07-28,1946552.847741388,-5221.548230945012,10,1951774.395972333
2025-07-29,1951921.0959167832,-5221.548230945012,10,1957142.644147728
2025-07-30,1951324.1040550754,-5221.548230945012,10,1956545.6522860203
2025-07-31,1938697.1559034067,-3829.97199825149,10,1942527.1279016582
2025-08-01,1929744.3091027292,-3829.97199825149,10,1933574.2811009807
2025-08-04,1948556.9245562828,-3829.97199825149,10,1952386.8965545343
2025-08-05,1959052.7622507366,-3829.97199825149,10,1962882.734248988
2025-08-06,1950228.6562249188,-3829.97199825149,10,1954058.6282231703
2025-08-07,1952274.2272457306,-3829.97199825149,10,1956104.199243982
2025-08-08,1935959.551673487,-3829.97199825149,10,1939789.5236717386
2025-08-11,1947861.145079106,-3829.97199825149,10,1951691.1170773576
2025-08-12,1945029.6397551603,-3829.97199825149,10,1948859.6117534118
2025-08-13,1968499.5688424045,-3829.97199825149,10,1972329.540840656
2025-08-14,1967087.673992181,-3829.97199825149,10,1970917.6459904325
2025-08-18,2014364.8300683033,-3829.97199825149,10,2018194.8020665548
2025-08-19,2024328.5732893639,-3829.97199825149,10,2028158.5452876154
2025-08-20,2027969.9773670032,-3829.97199825149,10,2031799.9493652547
2025-08-21,2025472.1562368115,-3829.97199825149,10,2029302.128235063
2025-08-22,2014838.5775796592,-3829.97199825149,10,2018668.5495779107
2025-08-25,2020376.3208492205,-3829.97199825149,10,2024206.292847472
2025-08-26,2014291.3975323383,-3829.97199825149,10,2018121.3695305898
2025-08-28,2007460.4555710016,-3829.97199825149,10,2011290.4275692531
2025-08-29,2005773.5521742827,-3829.97199825149,10,2009603.5241725342
2025-09-01,2023560.5615634674,-4084.1399590169644,10,2027644.7015224844
2025-09-02,2020890.749593443,-4084.1399590169644,10,2024974.88955246
2025-09-03,2037010.5724657604,-4084.1399590169644,10,2041094.7124247774
2025-09-04,2033817.9463505987,-4084.1399590169644,10,2037902.0863096158
2025-09-05,2038184.8964121991,-4084.1399590169644,10,2042269.0363712162
2025-09-08,2038089.5741494538,-4084.1399590169644,10,2042173.7141084708
2025-09-09,2051721.0841635645,-4084.1399590169644,10,2055805.2241225815
2025-09-10,2074935.1445963741,-4084.1399590169644,10,2079019.2845553912
2025-09-11,2081942.0908344095,-4084.1399590169644,10,2086026.2307934265
2025-09-12,2099974.6494962373,-4084.1399590169644,10,2104058.789455254
2025-09-15,2097183.5456507397,-4084.1399590169644,10,2101267.6856097565
2025-09-16,2111283.8344853213,-4084.1399590169644,10,2115367.974444338
2025-09-17,2120355.454923163,-4084.1399590169644,10,2124439.59488218
2025-09-18,2117112.0367112714,-4084.1399590169644,10,2121196.176670288
2025-09-19,2124396.100372117,-4084.1399590169644,10,2128480.240331134
2025-09-22,2131537.653940752,-4084.1399590169644,10,2135621.793899769
2025-09-23,2148039.3192104474,-4084.1399590169644,10,2152123.459169464
2025-09-24,2131453.1607283773,-4084.1399590169644,10,2135537.300687394
2025-09-25,2111106.224942007,-4084.1399590169644,10,2115190.364901024
2025-09-26,2077008.109324496,-4084.1399590169644,10,2081092.249283513
2025-09-29,2068350.1068956268,-4119.73268799097,10,2072469.8395836176
2025-09-30,2071763.3029067738,-4119.73268799097,10,2075883.0355947646
2025-10-01,2086246.2338103403,-4119.73268799097,10,2090365.9664983312
2025-10-03,2089693.0566527739,-4119.73268799097,10,2093812.7893407647
2025-10-06,2091460.9637368894,-4119.73268799097,10,2095580.6964248803
2025-10-07,2092756.30599967,-4119.73268799097,10,2096876.0386876608
2025-10-08,2079871.1018572813,-4119.73268799097,10,2083990.8345452722
2025-10-09,2092294.4945682778,-4119.73268799097,10,2096414.2272562687
2025-10-10,2110533.08933626,-4119.73268799097,10,2114652.8220242513
2025-10-13,2106776.013126763,-4119.73268799097,10,2110895.745814754
2025-10-14,2093871.6020950295,-4119.73268799097,10,2097991.3347830204
2025-10-15,2103977.799125867,-4119.73268799097,10,2108097.531813858
2025-10-16,2122435.2386778113,-4119.73268799097,10,2126554.9713658025
2025-10-17,2137065.285060277,-4119.73268799097,10,2141185.0177482683
2025-10-20,2156898.4190766155,-4119.73268799097,10,2161018.1517646066
2025-10-21,2157778.807309674,-4119.73268799097,10,2161898.539997665
2025-10-23,2152088.205970052,-4119.73268799097,10,2156207.9386580433
2025-10-24,2138075.933684165,-4119.73268799097,10,2142195.6663721562
2025-10-27,2159929.71858205,-4119.73268799097,10,2164049.451270041
2025-10-28,2160223.021754095,-4119.73268799097,10,2164342.754442086
2025-10-29,2170670.58398812,-5000.359295817023,10,2175670.943283937
2025-10-30,2171542.218633282,-5000.359295817023,10,2176542.577929099
2025-10-31,2163820.0069369767,-5000.359295817023,10,2168820.366232794
2025-11-03,2182586.4749554433,-5000.359295817023,10,2187586.8342512604
2025-11-04,2160078.4232424414,-5000.359295817023,10,2165078.7825382585
2025-11-06,2135337.148917264,-5000.359295817023,10,2140337.508213081
2025-11-07,2157840.789163645,-5000.359295817023,10,2162841.148459462
2025-11-10,2154038.681699111,-5000.359295817023,10,2159039.040994928
2025-11-11,2165020.2632049737,-5000.359295817023,10,2170020.6225007907
2025-11-12,2176714.389278639,-5000.359295817023,10,2181714.748574456
2025-11-13,2168406.568083924,-5000.359295817023,10,2173406.927379741
2025-11-14,2170649.2180106738,-5000.359295817023,10,2175649.577306491
2025-11-17,2177604.0991145605,-5000.359295817023,10,2182604.4584103776
2025-11-18,2168176.8395205615,-5000.359295817023,10,2173177.1988163786
2025-11-19,2162325.8136086436,-5000.359295817023,10,2167326.1729044607
2025-11-20,2171403.3314369256,-5000.359295817023,10,2176403.6907327427
2025-11-21,2159789.862764927,-5000.359295817023,10,2164790.222060744
2025-11-24,2142723.3646735298,-5000.359295817023,10,2147723.723969347
2025-11-25,2131651.1964594396,-5000.359295817023,10,2136651.5557552567
2025-11-26,2161589.5976871676,-5000.359295817023,10,2166589.9569829847
2025-11-27,2147576.0421775305,-4291.411608761884,10,2151867.4537862926
2025-11-28,2152922.566467054,-4291.411608761884,10,2157213.9780758163
2025-12-01,2150990.9401113195,-4291.411608761884,10,2155282.3517200816
2025-12-02,2145626.602470813,-4291.411608761884,10,2149918.014079575
2025-12-03,2135064.71868473,-4291.411608761884,10,2139356.130293492
2025-12-04,2140216.685092213,-4291.411608761884,10,2144508.096700975
2025-12-05,2149599.956179621,-4291.411608761884,10,2153891.3677883833
2025-12-08,2129782.7187026497,-4291.411608761884,10,2134074.130311412
2025-12-09,2123614.465350973,-4291.411608761884,10,2127905.876959735
2025-12-10,2118273.867847296,-4291.411608761884,10,2122565.279456058
2025-12-11,2146055.3754459303,-4291.411608761884,10,2150346.7870546924
2025-12-12,2158624.6871984056,-4291.411608761884,10,2162916.0988071677
2025-12-15,2155397.9364747824,-4291.411608761884,10,2159689.3480835445
2025-12-16,2141634.0590930306,-4291.411608761884,10,2145925.4707017927
2025-12-17,2131949.8777327496,-4291.411608761884,10,2136241.2893415117
2025-12-18,2128549.704866888,-4291.411608761884,10,2132841.11647565
2025-12-19,2137511.125382862,-4291.411608761884,10,2141802.536991624
2025-12-22,2142692.420059927,-4291.411608761884,10,2146983.831668689
2025-12-23,2151815.6322398162,-4291.411608761884,10,2156107.0438485784
2025-12-24,2149285.8975980924,-4291.411608761884,10,2153577.3092068546
2025-12-26,2145082.4355103206,-4903.676160243848,10,2149986.1116705644
2025-12-29,2130211.3263875847,-4903.676160243848,10,2135115.0025478285
2025-12-30,2131100.9521491765,-4903.676160243848,10,2136004.6283094203
2025-12-31,2149283.8898949204,-4903.676160243848,10,2154187.566055164
2026-01-01,2165053.9051319584,-4903.676160243848,10,2169957.581292202
2026-01-02,2191294.1246741456,-4903.676160243848,10,2196197.8008343894
2026-01-05,2196012.1736217146,-4903.676160243848,10,2200915.8497819584
2026-01-06,2190568.4289291776,-4903.676160243848,10,2195472.1050894214
2026-01-07,2191590.5962325325,-4903.676160243848,10,2196494.2723927763
2026-01-08,2162839.7704960215,-4903.676160243848,10,2167743.4466562653
2026-01-09,2135798.4426850583,-4903.676160243848,10,2140702.118845302
2026-01-12,2150185.497896961,-4903.676160243848,10,2155089.1740572047
2026-01-13,2150792.580901787,-4903.676160243848,10,2155696.257062031
2026-01-14,2145021.899506799,-4903.676160243848,10,2149925.5756670428
2026-01-15,2145021.899506799,-4903.676160243848,10,2149925.5756670428
2026-01-16,2145705.9828337743,-4903.676160243848,10,2150609.658994018
2026-01-19,2134881.594122433,-4903.676160243848,10,2139785.270282677
2026-01-20,2088687.2909591997,-4903.676160243848,10,2093590.9671194435
2026-01-21,2076537.3002006656,-4903.676160243848,10,2081440.9763609094
2026-01-22,2098033.873452072,-4903.676160243848,10,2102937.549612316
2026-01-23,2053017.7726010277,-5339.10284871636,10,2058356.875449744
2026-01-27,2059619.1630591801,-5339.10284871636,10,2064958.2659078964
2026-01-28,2089218.2238451715,-5339.10284871636,10,2094557.3266938878
2026-01-29,2087172.7334513327,-5339.10284871636,10,2092511.836300049
2026-01-30,2100929.30137489,-5339.10284871636,10,2106268.4042236065
2026-02-02,2075961.9628019112,-5339.10284871636,10,2081301.0656506275
2026-02-03,2121955.95946819,-5339.10284871636,10,2127295.0623169066
2026-02-04,2125768.3602461745,-5339.10284871636,10,2131107.463094891
2026-02-05,2116661.1518626194,-5339.10284871636,10,2122000.254711336
2026-02-06,2138860.158209605,-5339.10284871636,10,2144199.2610583217
2026-02-09,2157212.74295596,-5339.10284871636,10,2162551.8458046764
2026-02-10,2152978.2584211244,-5339.10284871636,10,2158317.361269841
2026-02-11,2161109.844829967,-5339.10284871636,10,2166448.9476786833
2026-02-12,2162895.025885718,-5339.10284871636,10,2168234.1287344345
2026-02-13,2151910.5215771603,-5339.10284871636,10,2157249.624425877
2026-02-16,2165328.973696089,-5339.10284871636,10,2170668.0765448054
2026-02-17,2178662.859332572,-5339.10284871636,10,2184001.9621812887
2026-02-18,2196885.009866484,-5339.10284871636,10,2202224.1127152005
2026-02-19,2159886.8567778296,-5339.10284871636,10,2165225.959626546
2026-02-20,2172394.4207385797,-5339.10284871636,10,2177733.5235872963
2026-02-23,2187072.853320508,-3635.830061408299,10,2190708.683381916
2026-02-24,2150692.616104273,-3635.830061408299,10,2154328.4461656814
2026-02-25,2158826.462657365,-3635.830061408299,10,2162462.2927187732
2026-02-26,2160057.6836996186,-3635.830061408299,10,2163693.513761027
2026-02-27,2138146.358049121,-3635.830061408299,10,2141782.1881105294
2026-03-02,2123600.8731546504,-3635.830061408299,10,2127236.7032160587
2026-03-04,2086241.9915030736,-3635.830061408299,10,2089877.8215644818
2026-03-05,2095006.8716102946,-3635.830061408299,10,2098642.701671703
2026-03-06,2086470.632724818,-3635.830061408299,10,2090106.4627862263
2026-03-09,2042297.2962915667,-3635.830061408299,10,2045933.126352975
2026-03-10,2054449.2772263275,-3635.830061408299,10,2058085.1072877357
2026-03-11,2033756.7059658763,-3635.830061408299,10,2037392.5360272846
2026-03-12,2028466.2714735602,-3635.830061408299,10,2032102.1015349685
2026-03-13,1989099.953273397,-3635.830061408299,10,1992735.7833348052
2026-03-16,1989295.4588313615,-3635.830061408299,10,1992931.2888927697
2026-03-17,1996109.777092338,-3635.830061408299,10,1999745.6071537463
2026-03-18,2012982.5642635927,-3635.830061408299,10,2016618.394325001
2026-03-19,1960246.1399395138,-3635.830061408299,10,1963881.970000922
2026-03-20,1965735.9517954902,-3635.830061408299,10,1969371.7818568985
2026-03-23,1905534.2738786736,-3635.830061408299,10,1909170.1039400818
2026-03-24,1947664.872113342,-5152.970377093745,10,1952817.8424904356
2026-03-25,1981902.5893240545,-5152.970377093745,10,1987055.5597011482
2026-03-27,1937185.339129313,-5152.970377093745,10,1942338.3095064065
2026-03-30,1892091.1483097433,-5152.970377093745,10,1897244.118686837
2026-04-01,1938133.3459833702,-5152.970377093745,10,1943286.3163604639
